#word,len,pattern,sortedword
alabaster,9,ABACADEFG,aaabelrst
alacrity,8,ABACDEFG,aacilrty
Alameda,7,ABACDEA,Aaadelm
Alamo,5,ABACD,Aalmo
Alan,4,ABAC,Aaln
alarm,5,ABACD,aalmr
alarming,8,ABACDEFG,aagilmnr
alarmist,8,ABACDEFG,aailmrst
alas,4,ABAC,aals
Alaska,6,ABACDA,Aaakls
alba,4,ABCA,aabl
albacore,8,ABCADEFG,aabcelor
Albania,7,ABCADEA,Aaabiln
Albanian,8,ABCADEAD,Aaabilnn
Albany,6,ABCADE,Aablny
albatross,9,ABCADEFGG,aablorsst
albeit,6,ABCDEF,abeilt
Albert,6,ABCDEF,Abelrt
Alberta,7,ABCDEFA,Aabelrt
Alberto,7,ABCDEFG,Abelort
album,5,ABCDE,ablmu
albumin,7,ABCDEFG,abilmnu
Albuquerque,11,ABCDEDFGEDF,Abeelqqruuu
alchemy,7,ABCDEFG,acehlmy
Alcibiades,10,ABCDEDAFGH,Aabcdeiils
Alcoa,5,ABCDA,Aaclo
alcohol,7,ABCDEDB,achlloo
alcoholic,9,ABCDEDBFC,acchilloo
alcoholism,10,ABCDEDBFGH,achillmoos
alcove,6,ABCDEF,acelov
aldehyde,8,ABCDEFCD,addeehly
Alden,5,ABCDE,Adeln
alder,5,ABCDE,adelr
alderman,8,ABCDEFAG,aadelmnr
aldermen,8,ABCDEFDG,adeelmnr
ale,3,ABC,ael
Alec,4,ABCD,Acel
Aleck,5,ABCDE,Acekl
alee,4,ABCC,aeel
aleph,5,ABCDE,aehlp
alert,5,ABCDE,aelrt
alerted,7,ABCDECF,adeelrt
Aleut,5,ABCDE,Aeltu
alewife,7,ABCDEFC,aeefilw
Alex,4,ABCD,Aelx
Alexander,9,ABCDAEFCG,Aadeelnrx
Alexandra,9,ABCDAEFGA,Aaadelnrx
Alexandre,9,ABCDAEFGC,Aadeelnrx
Alexandria,10,ABCDAEFGHA,Aaadeilnrx
Alfa,4,ABCA,Aafl
alfalfa,7,ABCABCA,aaaffll
alfresco,8,ABCDEFGH,aceflors
alga,4,ABCA,aagl
algae,5,ABCAD,aaegl
algaecide,9,ABCADEFGD,aacdeegil
algebra,7,ABCDEFA,aabeglr
algebraic,9,ABCDEFAGH,aabcegilr
algebraically,13,ABCDEFAGHABBI,aaabcegilllry
Algeria,7,ABCDEFA,Aaegilr
Algerian,8,ABCDEFAG,Aaegilnr
Algiers,7,ABCDEFG,Aegilrs
alginate,8,ABCDEAFG,aaegilnt
Algol,5,ABCDB,Agllo
algorithm,9,ABCDEFGHI,aghilmort
algorithmic,11,ABCDEFGHIFJ,acghiilmort
algorithmically,15,ABCDEFGHIFJABBK,aacghiilllmorty
Alhambra,8,ABCADEFA,Aaabhlmr
alias,5,ABCAD,aails
alibi,5,ABCDC,abiil
Alice,5,ABCDE,Aceil
Alicia,6,ABCDCA,Aaciil
alien,5,ABCDE,aeiln
alienate,8,ABCDEAFD,aaeeilnt
alight,6,ABCDEF,aghilt
align,5,ABCDE,agiln
aligned,7,ABCDEFG,adegiln
alignment,9,ABCDEFGEH,aegilmnnt
aligns,6,ABCDEF,agilns
alike,5,ABCDE,aeikl
aliment,7,ABCDEFG,aeilmnt
alimony,7,ABCDEFG,ailmnoy
Alistair,8,ABCDEACF,Aaiilrst
alive,5,ABCDE,aeilv
alkali,6,ABCABD,aaikll
alkaline,8,ABCABDEF,aaeiklln
alkaloid,8,ABCABDEF,aadikllo
alkyl,5,ABCDB,aklly
all,3,ABB,all
Allah,5,ABBAC,Aahll
Allan,5,ABBAC,Aalln
allay,5,ABBAC,aally
allegation,10,ABBCDAEFGH,aaegillnot
allege,6,ABBCDC,aeegll
alleged,7,ABBCDCE,adeegll
Allegheny,9,ABBCDECFG,Aeeghllny
allegiance,10,ABBCDEAFGC,aaceegilln
allegiant,9,ABBCDEAFG,aaegillnt
allegoric,9,ABBCDEFGH,acegillor
allegorical,11,ABBCDEFGHAB,aacegilllor
allegory,8,ABBCDEFG,aegllory
allegretto,10,ABBCDECFFG,aeegllortt
allegro,7,ABBCDEF,aegllor
allele,6,ABBCBC,aeelll
allemande,9,ABBCDAEFC,aadeellmn
Allen,5,ABBCD,Aelln
Allendale,9,ABBCDEABC,Aadeellln
Allentown,9,ABBCDEFGD,Aellnnotw
allergic,8,ABBCDEFG,acegillr
allergy,7,ABBCDEF,aegllry
alleviate,9,ABBCDEAFC,aaeeilltv
alleviator,10,ABBCDEAFGH,aaeillortv
alley,5,ABBCD,aelly
alleyway,8,ABBCDEAD,aaellwyy
alliance,8,ABBCADEF,aaceilln
alligator,9,ABBCDAEFG,aagillort
Allison,7,ABBCDEF,Aillnos
alliterate,10,ABBCDEFADE,aaeeillrtt
alliteration,12,ABBCDEFADCGH,aaeiillnortt
alliterative,12,ABBCDEFADCGE,aaeeiillrttv
allocable,9,ABBCDAEBF,aabcelllo
allocate,8,ABBCDAEF,aacellot
allocation,10,ABBCDAEFCG,aacillnoot
allocator,9,ABBCDAECF,aaclloort
allophone,9,ABBCDECFG,aehllnoop
allophonic,10,ABBCDECFGH,achillnoop
allot,5,ABBCD,allot
allotment,9,ABBCDEFGD,aellmnott
allotropic,10,ABBCDECFGH,acillooprt
allotted,8,ABBCDDEF,adellott
allotter,8,ABBCDDEF,aellortt
allotting,9,ABBCDDEFG,agillnott
allow,5,ABBCD,allow
allowable,9,ABBCDAEBF,aabelllow
allowably,9,ABBCDAEBF,aablllowy
allowance,9,ABBCDAEFG,aacellnow
allowed,7,ABBCDEF,adellow
alloy,5,ABBCD,alloy
allspice,8,ABBCDEFG,aceillps
Allstate,8,ABBCDADE,Aaellstt
allude,6,ABBCDE,adellu
allure,6,ABBCDE,aellru
allurement,10,ABBCDEFEGH,aeellmnrtu
allusion,8,ABBCDEFG,aillnosu
allusive,8,ABBCDEFG,aeillsuv
alluvial,8,ABBCDEAB,aaillluv
alluvium,8,ABBCDECF,aillmuuv
ally,4,ABBC,ally
alma,4,ABCA,aalm
almagest,8,ABCADEFG,aaeglmst
almanac,7,ABCADAE,aaaclmn
almighty,8,ABCDEFGH,aghilmty
almond,6,ABCDEF,adlmno
almoner,7,ABCDEFG,aelmnor
almost,6,ABCDEF,almost
alms,4,ABCD,alms
almshouses,10,ABCDEFGDHD,aehlmosssu
almsman,7,ABCDCAE,aalmmns
alnico,6,ABCDEF,acilno
aloe,4,ABCD,aelo
aloft,5,ABCDE,aflot
aloha,5,ABCDA,aahlo
alone,5,ABCDE,aelno
along,5,ABCDE,aglno
alongside,9,ABCDEFGHI,adegilnos
aloof,5,ABCCD,afloo
aloud,5,ABCDE,adlou
alp,3,ABC,alp
alpha,5,ABCDA,aahlp
alphabet,8,ABCDAEFG,aabehlpt
alphabetic,10,ABCDAEFGHI,aabcehilpt
alphabetical,12,ABCDAEFGHIAB,aaabcehillpt
alphabetize,11,ABCDAEFGHIF,aabeehilptz
alphanumeric,12,ABCDAEFGHIJK,aacehilmnpru
alpine,6,ABCDEF,aeilnp
alps,4,ABCD,alps
already,7,ABCDAEF,aadelry
Alsatian,8,ABCADEAF,Aaailnst
also,4,ABCD,alos
altar,5,ABCAD,aalrt
alter,5,ABCDE,aelrt
alterable,9,ABCDEAFBD,aabeellrt
alteration,10,ABCDEACFGH,aaeilnortt
altercate,9,ABCDEFACD,aaceelrtt
altercation,11,ABCDEFACGHI,aaceilnortt
altered,7,ABCDEDF,adeelrt
alternate,9,ABCDEFACD,aaeelnrtt
alternative,11,ABCDEFACGHD,aaeeilnrttv
alternator,10,ABCDEFACGE,aaelnorrtt
altho,5,ABCDE,ahlot
although,8,ABCDEFGD,aghhlotu
altimeter,9,ABCDEFCFG,aeeilmrtt
altitude,8,ABCDCEFG,adeilttu
alto,4,ABCD,alot
altogether,10,ABCDEFCGFH,aeeghlortt
altruism,8,ABCDEFGH,ailmrstu
altruist,8,ABCDEFGC,ailrsttu
altruistic,10,ABCDEFGCFH,aciilrsttu
altruistically,14,ABCDEFGCFHABBI,aaciilllrsttuy
alum,4,ABCD,almu
aluminum,8,ABCDEFCD,ailmmnuu
alumna,6,ABCDEA,aalmnu
alumnae,7,ABCDEAF,aaelmnu
alumni,6,ABCDEF,ailmnu
alumnus,7,ABCDECF,almnsuu
alundum,7,ABCDECF,adlmnuu
Alvarez,7,ABCADEF,Aaelrvz
alveolar,8,ABCDEBAF,aaellorv
alveoli,7,ABCDEBF,aeillov
alveolus,8,ABCDEBFG,aellosuv
Alvin,5,ABCDE,Ailnv
alway,5,ABCAD,aalwy
always,6,ABCADE,aalswy
Alyssa,6,ABCDDA,Aalssy
am,2,AB,am
AMA,3,ABA,AAM
Amadeus,7,ABACDEF,Aademsu
amain,5,ABACD,aaimn
amalgam,7,ABACDAB,aaaglmm
amalgamate,10,ABACDABAEF,aaaaeglmmt
Amanda,6,ABACDA,Aaadmn
amanuensis,10,ABACDECFGF,aaeimnnssu
Amarillo,8,ABACDEEF,Aaillmor
amass,5,ABACC,aamss
amateur,7,ABACDEF,aaemrtu
amateurish,10,ABACDEFGHI,aaehimrstu
amateurism,10,ABACDEFGHB,aaeimmrstu
amatory,7,ABACDEF,aamorty
amaze,5,ABACD,aaemz
amazed,6,ABACDE,aademz
amazement,9,ABACDBDEF,aaeemmntz
amazing,7,ABACDEF,aagimnz
amazon,6,ABACDE,aamnoz
ambassador,10,ABCADDAEFG,aaabdmorss
amber,5,ABCDE,abemr
ambiance,8,ABCDAEFG,aabceimn
ambidextrous,12,ABCDEFGHIJKL,abdeimorstux
ambient,7,ABCDEFG,abeimnt
ambiguity,9,ABCDEFDGH,abgiimtuy
ambiguous,9,ABCDEFGFH,abgimosuu
ambiguously,11,ABCDEFGFHIJ,abgilmosuuy
ambition,8,ABCDEDFG,abiimnot
ambitious,9,ABCDEDFGH,abiimostu
ambivalence,11,ABCDEAFGHIG,aabceeilmnv
ambivalent,10,ABCDEAFGHI,aabeilmntv
amble,5,ABCDE,abelm
ambrose,7,ABCDEFG,abemors
ambrosia,8,ABCDEFGA,aabimors
ambrosial,9,ABCDEFGAH,aabilmors
ambulance,9,ABCDEAFGH,aabcelmnu
ambulant,8,ABCDEAFG,aablmntu
ambulatory,10,ABCDEAFGHI,aablmortuy
ambuscade,9,ABCDEFAGH,aabcdemsu
ambush,6,ABCDEF,abhmsu
Amdahl,6,ABCADE,Aadhlm
Amelia,6,ABCDEA,Aaeilm
ameliorate,10,ABCDEFGAHC,aaeeilmort
amenable,8,ABCDAEFC,aabeelmn
amend,5,ABCDE,ademn
amendment,9,ABCDEBCDF,adeemmnnt
amenity,7,ABCDEFG,aeimnty
amenorrhea,10,ABCDEFFGCA,aaeehmnorr
America,7,ABCDEFA,Aaceimr
American,8,ABCDEFAG,Aaceimnr
Americana,9,ABCDEFAGA,Aaaceimnr
Americanism,11,ABCDEFAGEHB,Aaceiimmnrs
americanized,12,ABCDEFAGEHCI,aacdeeiimnrz
americium,9,ABCDEFEGB,aceiimmru
Ames,4,ABCD,Aems
amethyst,8,ABCDEFGD,aehmstty
amethystine,11,ABCDEFGDHIC,aeehimnstty
Amherst,7,ABCDEFG,Aehmrst
amiable,7,ABCADEF,aabeilm
amicable,8,ABCDAEFG,aabceilm
amicably,8,ABCDAEFG,aabcilmy
amid,4,ABCD,adim
amide,5,ABCDE,adeim
amidst,6,ABCDEF,adimst
amigo,5,ABCDE,agimo
amino,5,ABCDE,aimno
aminobenzoic,12,ABCDEFGDHECI,abceiimnnooz
amiss,5,ABCDD,aimss
amity,5,ABCDE,aimty
ammeter,7,ABBCDCE,aeemmrt
ammo,4,ABBC,ammo
ammonia,7,ABBCDEA,aaimmno
ammoniac,8,ABBCDEAF,aacimmno
ammonium,8,ABBCDEFB,aimmmnou
ammunition,10,ABBCDEFEGD,aiimmnnotu
amnesty,7,ABCDEFG,aemnsty
Amoco,5,ABCDC,Acmoo
amoeba,6,ABCDEA,aabemo
amoebae,7,ABCDEAD,aabeemo
amok,4,ABCD,akmo
among,5,ABCDE,agmno
amongst,7,ABCDEFG,agmnost
amoral,6,ABCDAE,aalmor
amorality,9,ABCDAEFGH,aailmorty
amorist,7,ABCDEFG,aimorst
amorous,7,ABCDCEF,amoorsu
amorphous,9,ABCDEFCGH,ahmooprsu
amortization,12,ABCDEFGAEFCH,aaiimnoorttz
amortize,8,ABCDEFGH,aeimortz
amortized,9,ABCDEFGHI,adeimortz
Amos,4,ABCD,Amos
amount,6,ABCDEF,amnotu
amour,5,ABCDE,amoru
amp,3,ABC,amp
amperage,8,ABCDEAFD,aaeegmpr
ampere,6,ABCDED,aeempr
ampersand,9,ABCDEFAGH,aademnprs
Ampex,5,ABCDE,Aempx
amphetamine,11,ABCDEFABGHE,aaeehimmnpt
amphibian,9,ABCDEFEAG,aabhiimnp
amphibious,10,ABCDEFEGHI,abhiimopsu
amphibology,11,ABCDEFGHGIJ,abghilmoopy
amphitheater,12,ABCDEFDGAFGH,aaeehhimprtt
ample,5,ABCDE,aelmp
amplify,7,ABCDEFG,afilmpy
amplitude,9,ABCDEFGHI,adeilmptu
ampoule,7,ABCDEFG,aelmopu
amputate,8,ABCDEAEF,aaempttu
ams,3,ABC,ams
Amsterdam,9,ABCDEFGAB,Aademmrst
Amtrak,6,ABCDAE,Aakmrt
amulet,6,ABCDEF,aelmtu
amuse,5,ABCDE,aemsu
amused,6,ABCDEF,ademsu
amusement,9,ABCDEBEFG,aeemmnstu
amusing,7,ABCDEFG,agimnsu
Amy,3,ABC,Amy
amyl,4,ABCD,almy
an,2,AB,an
Anabaptist,10,ABACADEFGE,Aaabinpstt
anachronism,11,ABACDEFBGHI,aachimnnors
anachronistic,13,ABACDEFBGHIGC,aacchiinnorst
anachronistically,17,ABACDEFBGHIGCAJJK,aaacchiillnnorsty
anaconda,8,ABACDBEA,aaacdnno
anaerobic,9,ABACDEFGH,aabceinor
anaglyph,8,ABACDEFG,aaghlnpy
anagram,7,ABACDAE,aaagmnr
Anaheim,7,ABACDEF,Aaehimn
anal,4,ABAC,aaln
analgesic,9,ABACDEFGH,aacegilns
analog,6,ABACDE,aaglno
analogical,10,ABACDEFGAC,aaacgillno
analogous,9,ABACDEDFG,aaglnoosu
analogy,7,ABACDEF,aaglnoy
analysis,8,ABACDEFE,aailnssy
analyst,7,ABACDEF,aalnsty
analytic,8,ABACDEFG,aacilnty
analytical,10,ABACDEFGAC,aaacillnty
analyticity,11,ABACDEFGFED,aaciilnttyy
analyzable,10,ABACDEAFCG,aaabellnyz
analyze,7,ABACDEF,aaelnyz
analyzed,8,ABACDEFG,aadelnyz
anamorphic,10,ABACDEFGHI,aachimnopr
anaphora,8,ABACDEFA,aaahnopr
anaphoric,9,ABACDEFGH,aachinopr
anaphorically,13,ABACDEFGHAIIJ,aaachillnopry
anaplasmosis,12,ABACDAEFGEHE,aaailmnopsss
anarchic,8,ABACDEFD,aacchinr
anarchical,10,ABACDEFDAG,aaacchilnr
anarchist,9,ABACDEFGH,aachinrst
anarchy,7,ABACDEF,aachnry
anastigmatic,12,ABACDEFGADEH,aaacgiimnstt
anastomoses,11,ABACDEFECGC,aaemnoossst
anastomosis,11,ABACDEFECGC,aaimnoossst
anastomotic,11,ABACDEFEDGH,aacimnoostt
anathema,8,ABACDEFA,aaaehmnt
anatomic,8,ABACDEFG,aacimnot
anatomical,10,ABACDEFGAH,aaacilmnot
anatomy,7,ABACDEF,aamnoty
ancestor,8,ABCDEFGH,acenorst
ancestral,9,ABCDEFGAH,aacelnrst
ancestry,8,ABCDEFGH,acenrsty
anchor,6,ABCDEF,achnor
anchorage,9,ABCDEFAGH,aaceghnor
anchorite,9,ABCDEFGHI,acehinort
anchoritism,11,ABCDEFGHGIJ,achiimnorst
anchovy,7,ABCDEFG,achnovy
ancient,7,ABCDEBF,aceinnt
ancillary,9,ABCDEEAFG,aacillnry
and,3,ABC,adn
Andean,6,ABCDAB,Aadenn
Andersen,8,ABCDEFDB,Adeennrs
Anderson,8,ABCDEFGB,Adennors
Andes,5,ABCDE,Adens
Andorra,7,ABCDEEA,Aadnorr
Andover,7,ABCDEFG,Adenorv
Andre,5,ABCDE,Adenr
Andrew,6,ABCDEF,Adenrw
androgynous,11,ABCDEFGBEHI,adgnnoorsuy
Andromeda,9,ABCDEFGCA,Aaddemnor
Andy,4,ABCD,Adny
anecdotal,9,ABCDEFGAH,aacdelnot
anecdote,8,ABCDEFGC,acdeenot
anechoic,8,ABCDEFGD,accehino
anemia,6,ABCDEA,aaeimn
anemic,6,ABCDEF,aceimn
anemometer,10,ABCDEDCFCG,aeeemmnort
anemometry,10,ABCDEDCFGH,aeemmnorty
anemone,7,ABCDEBC,aeemnno
anesthesia,10,ABCDEFCDGA,aaeehinsst
anesthetic,10,ABCDEFCEGH,aceehinstt
anesthetically,14,ABCDEFCEGHAIIJ,aaceehillnstty
anesthetize,11,ABCDEFCEGHC,aeeehinsttz
anesthetizer,12,ABCDEFCEGHCI,aeeehinrsttz
anew,4,ABCD,aenw
angel,5,ABCDE,aegln
Angela,6,ABCDEA,Aaegln
Angeleno,8,ABCDEDBF,Aeeglnno
Angeles,7,ABCDEDF,Aeeglns
angelfish,9,ABCDEFGHI,aefghilns
angelic,7,ABCDEFG,acegiln
Angelina,8,ABCDEFBA,Aaegilnn
Angeline,8,ABCDEFBD,Aeegilnn
Angelo,6,ABCDEF,Aeglno
anger,5,ABCDE,aegnr
Angie,5,ABCDE,Aegin
angiography,11,ABCDECFAGHI,aagghinopry
angiosperm,10,ABCDEFGHIJ,aegimnoprs
angle,5,ABCDE,aegln
Anglia,6,ABCDEA,Aagiln
Anglican,8,ABCDEFAB,Aacgilnn
Anglicanism,11,ABCDEFABEGH,Aacgiilmnns
Anglo,5,ABCDE,Aglno
Anglophilia,11,ABCDEFGHDHA,Aaghiillnop
anglophilia,11,ABCDEFGHDHA,aaghiillnop
Anglophobia,11,ABCDEFGEHIA,Aabghilnoop
anglophobia,11,ABCDEFGEHIA,aabghilnoop
Angola,6,ABCDEA,Aaglno
angora,6,ABCDEA,aagnor
angrily,7,ABCDEFG,agilnry
angry,5,ABCDE,agnry
angst,5,ABCDE,agnst
angstrom,8,ABCDEFGH,agmnorst
anguish,7,ABCDEFG,aghinsu
angular,7,ABCDEAF,aaglnru
Angus,5,ABCDE,Agnsu
Anheuser,8,ABCDEFDG,Aeehnrsu
anhydride,9,ABCDEFGEH,addehinry
anhydrite,9,ABCDEFGHI,adehinrty
anhydrous,9,ABCDEFGHI,adhnorsuy
aniline,7,ABCDCBE,aeiilnn
animadversion,13,ABCDAEFGHICJB,aadeiimnnorsv
animadvert,10,ABCDAEFGHI,aadeimnrtv
animal,6,ABCDAE,aailmn
animate,7,ABCDAEF,aaeimnt
animated,8,ABCDAEFG,aadeimnt
animator,8,ABCDAEFG,aaimnort
animism,7,ABCDCED,aiimmns
animized,8,ABCDCEFG,adeiimnz
animosity,9,ABCDEFCGH,aiimnosty
anion,5,ABCDB,ainno
anionic,7,ABCDBCE,aciinno
anise,5,ABCDE,aeins
aniseikonic,11,ABCDECFGBCH,aceiiiknnos
anisotropic,11,ABCDEFGEHCI,aciinooprst
anisotropy,10,ABCDEFGEHI,ainooprsty
Anita,5,ABCDA,Aaint
Ankara,6,ABCADA,Aaaknr
ankle,5,ABCDE,aekln
Ann,3,ABB,Ann
Anna,4,ABBA,Aann
annal,5,ABBAC,aalnn
Annapolis,9,ABBACDEFG,Aailnnops
Anne,4,ABBC,Aenn
anneal,6,ABBCAD,aaelnn
annex,5,ABBCD,aennx
annexation,10,ABBCDAEFGB,aaeinnnotx
Annie,5,ABBCD,Aeinn
annihilate,10,ABBCDCEAFG,aaehiilnnt
anniversary,11,ABBCDEFGAFH,aaeinnrrsvy
annotate,8,ABBCDADE,aaennott
announce,8,ABBCDBEF,acennnou
announced,9,ABBCDBEFG,acdennnou
announcement,12,ABBCDBEFGFBH,aceemnnnnotu
annoy,5,ABBCD,annoy
annoyance,9,ABBCDABEF,aacennnoy
annoying,8,ABBCDEBF,aginnnoy
annual,6,ABBCAD,aalnnu
annualized,10,ABBCADEFGH,aadeilnnuz
annuity,7,ABBCDEF,ainntuy
annul,5,ABBCD,alnnu
annular,7,ABBCDAE,aalnnru
annulled,8,ABBCDDEF,adellnnu
annulling,9,ABBCDDEBF,agillnnnu
annulment,9,ABBCDEFBG,aelmnnntu
annulus,7,ABBCDCE,alnnsuu
annum,5,ABBCD,amnnu
annunciate,10,ABBCBDEAFG,aaceinnntu
annunciator,11,ABBCBDEAFGH,aacinnnortu
anode,5,ABCDE,adeno
anodic,6,ABCDEF,acdino
anodize,7,ABCDEFG,adeinoz
anoint,6,ABCDBE,ainnot
anomalous,9,ABCDAECFG,aalmnoosu
anomaly,7,ABCDAEF,aalmnoy
anomic,6,ABCDEF,acimno
anomie,6,ABCDEF,aeimno
anon,4,ABCB,anno
anonymity,9,ABCBDEFGD,aimnnotyy
anonymous,9,ABCBDECFG,amnnoosuy
anorexia,8,ABCDEFGA,aaeinorx
another,7,ABCDEFG,aehnort
ANSI,4,ABCD,AINS
answer,6,ABCDEF,aenrsw
answerable,10,ABCDEFAGHE,aabeelnrsw
answered,8,ABCDEFEG,adeenrsw
ant,3,ABC,ant
antacid,7,ABCADEF,aacdint
antagonism,10,ABCADEBFGH,aagimnnost
antagonist,10,ABCADEBFGC,aaginnostt
antagonistic,12,ABCADEBFGCFH,aacgiinnostt
antagonistically,16,ABCADEBFGCFHAIIJ,aaacgiillnnostty
antagonize,10,ABCADEBFGH,aaeginnotz
antagonized,11,ABCADEBFGHI,aadeginnotz
antagonizing,12,ABCADEBFGFBD,aaggiinnnotz
antarctic,9,ABCADECFE,aaccinrtt
Antarctica,10,ABCADECFEA,Aaaccinrtt
Antares,7,ABCADEF,Aaenrst
ante,4,ABCD,aent
anteater,8,ABCDACDE,aaeenrtt
antebellum,10,ABCDEDFFGH,abeellmntu
antecedent,10,ABCDEDFDBC,acdeeenntt
antedate,8,ABCDEACD,aadeentt
antelope,8,ABCDEFGD,aeelnopt
antenna,7,ABCDBBA,aaennnt
antennae,8,ABCDBBAD,aaeennnt
anterior,8,ABCDEFGE,aeinorrt
anthem,6,ABCDEF,aehmnt
anther,6,ABCDEF,aehnrt
anthology,9,ABCDEFEGH,aghlnooty
Anthony,7,ABCDEBF,Ahnnoty
anthracite,10,ABCDEAFGCH,aacehinrtt
anthropogenic,13,ABCDEFGFHIBJK,aceghinnooprt
anthropological,15,ABCDEFGFHFIJKAH,aacghillnoooprt
anthropologist,14,ABCDEFGFHFIJKC,aghilnoooprstt
anthropology,12,ABCDEFGFHFIJ,aghlnoooprty
anthropometric,14,ABCDEFGFHICEJK,acehimnooprrtt
anthropometry,13,ABCDEFGFHICEJ,aehmnooprrtty
anthropomorphic,15,ABCDEFGFHFEGDIJ,achhimnooopprrt
anthropomorphically,19,ABCDEFGFHFEGDIJAKKL,aachhillmnooopprrty
anti,4,ABCD,aint
antibacterial,13,ABCDEAFCGHDAI,aaabceiilnrtt
antibiotic,10,ABCDEDFCDG,abciiinott
antibody,8,ABCDEFGH,abdinoty
antic,5,ABCDE,acint
anticipate,10,ABCDEDFACG,aaceiinptt
anticipated,11,ABCDEDFACGH,aacdeiinptt
anticipative,12,ABCDEDFACDGH,aaceiiinpttv
anticipatory,12,ABCDEDFACGHI,aaciinoprtty
anticoagulation,15,ABCDEFAGHIACDFB,aaacgiilnnoottu
anticompetitive,15,ABCDEFGHICDCDJI,aceeiiimnoptttv
antidisestablishmentarianism,28,ABCDEDFGFCAHIDFJKGBCALDABDFK,aaaabdeehiiiiilmmnnnrssssttt
antidote,8,ABCDEFCG,adeinott
Antietam,8,ABCDECAF,Aaeimntt
antiformant,11,ABCDEFGHABC,aafimnnortt
antifreeze,10,ABCDEFGGHG,aeeefinrtz
antifundamentalist,18,ABCDEFBGAHIBCAJDKC,aaadefiilmnnnstttu
antigen,7,ABCDEFB,aeginnt
antigone,8,ABCDEFBG,aeginnot
antihistorical,14,ABCDEDFCGHDIAJ,aachiiilnorstt
antilogs,8,ABCDEFGH,agilnost
antimicrobial,13,ABCDEDFGHIDAJ,aabciiilmnort
antimony,8,ABCDEFBG,aimnnoty
antinomian,10,ABCDBEFDAB,aaiimnnnot
antinomy,8,ABCDBEFG,aimnnoty
Antioch,7,ABCDEFG,Achinot
antipasto,9,ABCDEAFCG,aainopstt
antipathy,9,ABCDEACFG,aahinptty
antiperspirant,14,ABCDEFGHEDGABC,aaeiinnpprrstt
antiphonal,10,ABCDEFGBAH,aahilnnopt
antipode,8,ABCDEFGH,adeinopt
antiquarian,11,ABCDEFAGDAB,aaaiinnqrtu
antiquary,9,ABCDEFAGH,aainqrtuy
antiquate,9,ABCDEFACG,aaeinqttu
antique,7,ABCDEFG,aeinqtu
antiquity,9,ABCDEFDCG,aiinqttuy
antiredeposition,16,ABCDEFGFHIJDCDIB,adeeiiinnooprstt
antiresonance,13,ABCDEFGHBABIF,aaceeinnnorst
antiresonator,13,ABCDEFGHBACHE,aaeinnoorrstt
antisemitic,11,ABCDEFGDCDH,aceiiimnstt
antisemitism,12,ABCDEFGDCDEG,aeiiimmnsstt
antiseptic,10,ABCDEFGCDH,aceiinpstt
antisera,8,ABCDEFGA,aaeinrst
antiserum,9,ABCDEFGHI,aeimnrstu
antislavery,11,ABCDEFAGHIJ,aaeilnrstvy
antisocial,10,ABCDEFGDAH,aaciilnost
antisubmarine,13,ABCDEFGHAIDBJ,aabeiimnnrstu
antisymmetric,13,ABCDEFGGHCIDJ,aceiimmnrstty
antisymmetry,12,ABCDEFGGHCIF,aeimmnrsttyy
antithesis,10,ABCDCEFGDG,aehiinsstt
antithetic,10,ABCDCEFCDG,acehiinttt
antithetical,12,ABCDCEFCDGAH,aacehiilnttt
antithyroid,11,ABCDCEFGHDI,adhiinortty
antitoxin,9,ABCDCEFDB,aiinnottx
antitrust,9,ABCDCEFGC,ainrstttu
antler,6,ABCDEF,aelnrt
Antoine,7,ABCDEBF,Aeinnot
Antoinette,10,ABCDEBFCCF,Aeeinnottt
Antony,6,ABCDBE,Annoty
anus,4,ABCD,ansu
anvil,5,ABCDE,ailnv
anxiety,7,ABCDEFG,aeintxy
anxious,7,ABCDEFG,ainosux
any,3,ABC,any
anybody,7,ABCDEFC,abdnoyy
anyhow,6,ABCDEF,ahnowy
anymore,7,ABCDEFG,aemnory
anyone,6,ABCDBE,aennoy
anyplace,8,ABCDEAFG,aacelnpy
anything,8,ABCDEFBG,aghinnty
anytime,7,ABCDEFG,aeimnty
anyway,6,ABCDAC,aanwyy
anywhere,8,ABCDEFGF,aeehnrwy
aorta,5,ABCDA,aaort
apace,5,ABACD,aacep
apache,6,ABACDE,aacehp
apart,5,ABACD,aaprt
apartheid,9,ABACDEFGH,aadehiprt
apartment,9,ABACDEFGD,aaemnprtt
apathetic,9,ABACDECFG,aacehiptt
apathy,6,ABACDE,aahpty
ape,3,ABC,aep
aperiodic,9,ABCDEFGEH,acdeiiopr
aperiodicity,12,ABCDEFGEHEIJ,acdeiiioprty
aperture,8,ABCDEFDC,aeeprrtu
apex,4,ABCD,aepx
aphasia,7,ABCADEA,aaahips
aphasic,7,ABCADEF,aachips
aphid,5,ABCDE,adhip
aphonic,7,ABCDEFG,achinop
aphorism,8,ABCDEFGH,ahimoprs
Aphrodite,9,ABCDEFGHI,Adehioprt
apiary,6,ABCADE,aaipry
apical,6,ABCDAE,aacilp
apiece,6,ABCDED,aceeip
apish,5,ABCDE,ahips
aplenty,7,ABCDEFG,aelnpty
aplomb,6,ABCDEF,ablmop
apocalypse,10,ABCDAEFBGH,aaceloppsy
apocalyptic,11,ABCDAEFBGHD,aacciloppty
apocrypha,9,ABCDEFBGA,aachoppry
apocryphal,10,ABCDEFBGAH,aachloppry
