#word,len,pattern,sortedword
breezily,8,ABCCDEFG,beeilryz
breezy,6,ABCCDE,beeryz
bremsstrahlung,14,ABCDEEFBGHIJKL,abeghlmnrrsstu
Brenda,6,ABCDEF,Badenr
Bresenham,9,ABCDCEFGH,Baeehmnrs
brethren,8,ABCDEBCF,beehnrrt
breve,5,ABCDC,beerv
brevet,6,ABCDCE,beertv
brevity,7,ABCDEFG,beirtvy
brew,4,ABCD,berw
brewery,7,ABCDCBE,beerrwy
Brian,5,ABCDE,Bainr
briar,5,ABCDB,abirr
bribe,5,ABCAD,bbeir
bribery,7,ABCADBE,bbeirry
brick,5,ABCDE,bcikr
bricklayer,10,ABCDEFGHIB,abceiklrry
bricklaying,11,ABCDEFGHCIJ,abcgiiklnry
brickmason,10,ABCDEFGHIJ,abcikmnors
bridal,6,ABCDEF,abdilr
bride,5,ABCDE,bdeir
bridegroom,10,ABCDEFBGGH,bdegimoorr
bridesmaid,10,ABCDEFGHCD,abddeiimrs
Bridewell,9,ABCDEFEGG,Bdeeillrw
bridge,6,ABCDEF,bdegir
bridgeable,10,ABCDEFGAHF,abbdeegilr
bridgehead,10,ABCDEFGFHD,abddeeghir
Bridgeport,10,ABCDEFGHBI,Bdegioprrt
Bridgetown,10,ABCDEFGHIJ,Bdeginortw
Bridgewater,11,ABCDEFGHIFB,Badeegirrtw
bridgework,10,ABCDEFGHBI,bdegikorrw
bridle,6,ABCDEF,bdeilr
bridled,7,ABCDEFD,bddeilr
brief,5,ABCDE,befir
briefcase,9,ABCDEFGHD,abceefirs
briefing,8,ABCDECFG,befgiinr
Brien,5,ABCDE,Beinr
brier,5,ABCDB,beirr
brig,4,ABCD,bgir
brigade,7,ABCDEFG,abdegir
brigadier,9,ABCDEFCGB,abdegiirr
Brigadoon,9,ABCDEFGGH,Badginoor
brigantine,10,ABCDEFGCFH,abegiinnrt
Brigham,7,ABCDEFG,Baghimr
bright,6,ABCDEF,bghirt
brighten,8,ABCDEFGH,beghinrt
brightness,10,ABCDEFGHII,beghinrsst
brilliance,10,ABCDDCEFGH,abceiillnr
brilliancy,10,ABCDDCEFGH,abciillnry
brilliant,9,ABCDDCEFG,abiillnrt
brim,4,ABCD,bimr
brimful,7,ABCDEFG,bfilmru
brimmed,7,ABCDDEF,bdeimmr
brimming,8,ABCDDCEF,bgiimmnr
brimstone,9,ABCDEFGHI,beimnorst
brindle,7,ABCDEFG,bdeilnr
brine,5,ABCDE,beinr
bring,5,ABCDE,bginr
brink,5,ABCDE,biknr
Brinkley,8,ABCDEFGH,Beiklnry
brinkmanship,12,ABCDEFGDHICJ,abhiikmnnprs
briny,5,ABCDE,binry
brisk,5,ABCDE,bikrs
bristle,7,ABCDEFG,beilrst
bristly,7,ABCDEFG,bilrsty
bristol,7,ABCDEFG,bilorst
Britain,7,ABCDECF,Baiinrt
Britannic,9,ABCDEFFCG,Baciinnrt
Britannica,10,ABCDEFFCGE,Baaciinnrt
britches,8,ABCDEFGH,bcehirst
British,7,ABCDCEF,Bhiirst
Briton,6,ABCDEF,Binort
Brittany,8,ABCDDEFG,Bainrtty
Britten,7,ABCDDEF,Beinrtt
brittle,7,ABCDDEF,beilrtt
broach,6,ABCDEF,abchor
broad,5,ABCDE,abdor
broadband,9,ABCDEADFE,aabbddnor
broadcast,9,ABCDEFDGH,aabcdorst
broaden,7,ABCDEFG,abdenor
broadloom,9,ABCDEFCCG,abdlmooor
broadside,9,ABCDEFGEH,abddeiors
Broadway,8,ABCDEFDG,Baadorwy
brocade,7,ABCDEFG,abcdeor
broccoli,8,ABCDDCEF,bcciloor
brochure,8,ABCDEFBG,bcehorru
Brock,5,ABCDE,Bckor
broil,5,ABCDE,bilor
broke,5,ABCDE,bekor
broken,6,ABCDEF,beknor
brokerage,9,ABCDEBFGE,abeegkorr
bromide,7,ABCDEFG,bdeimor
bromine,7,ABCDEFG,beimnor
bronc,5,ABCDE,bcnor
bronchi,7,ABCDEFG,bchinor
bronchial,9,ABCDEFGHI,abchilnor
bronchiolar,11,ABCDEFGCHIB,abchilnoorr
bronchiole,10,ABCDEFGCHI,bcehilnoor
bronchiolitis,13,ABCDEFGCHGIGJ,bchiiilnoorst
bronchitis,10,ABCDEFGHGI,bchiinorst
bronchus,8,ABCDEFGH,bchnorsu
bronco,6,ABCDEC,bcnoor
Bronx,5,ABCDE,Bnorx
bronze,6,ABCDEF,benorz
brooch,6,ABCCDE,bchoor
brood,5,ABCCD,bdoor
brooding,8,ABCCDEFG,bdginoor
broody,6,ABCCDE,bdoory
brook,5,ABCCD,bkoor
Brookdale,9,ABCCDEFGH,Badekloor
Brooke,6,ABCCDE,Bekoor
Brookfield,10,ABCCDEFGHI,Bdefikloor
Brookhaven,10,ABCCDEFGHI,Baehknoorv
Brooklyn,8,ABCCDEFG,Bklnoory
Brookmont,9,ABCCDECFG,Bkmnooort
brookside,9,ABCCDEFGH,bdeikoors
broom,5,ABCCD,bmoor
broomstick,10,ABCCDEFGHI,bcikmoorst
broth,5,ABCDE,bhort
brothel,7,ABCDEFG,behlort
brother,7,ABCDEFB,behorrt
brotherhood,11,ABCDEFBECCG,bdehhooorrt
brotherly,9,ABCDEFBGH,behlorrty
brought,7,ABCDEFG,bghortu
brouhaha,8,ABCDEFEF,aabhhoru
brow,4,ABCD,borw
browbeat,8,ABCDAEFG,abbeortw
brown,5,ABCDE,bnorw
Browne,6,ABCDEF,Benorw
Brownell,8,ABCDEFGG,Bellnorw
Brownian,8,ABCDEFGE,Bainnorw
brownie,7,ABCDEFG,beinorw
brownish,8,ABCDEFGH,bhinorsw
brows,5,ABCDE,borsw
browse,6,ABCDEF,beorsw
Bruce,5,ABCDE,Bceru
brucellosis,11,ABCDEFFGHIH,bceillorssu
bruise,6,ABCDEF,beirsu
brunch,6,ABCDEF,bchnru
brunette,8,ABCDEFFE,beenrttu
Brunhilde,9,ABCDEFGHI,Bdehilnru
Bruno,5,ABCDE,Bnoru
brunt,5,ABCDE,bnrtu
brush,5,ABCDE,bhrsu
brushfire,9,ABCDEFGBH,befhirrsu
brushlike,9,ABCDEFGHI,behiklrsu
brushwork,9,ABCDEFGBH,bhkorrsuw
brushy,6,ABCDEF,bhrsuy
brusque,7,ABCDECF,beqrsuu
Brussels,8,ABCDDEFD,Belrsssu
brutal,6,ABCDEF,ablrtu
brutality,9,ABCDEFGDH,abilrttuy
brutalize,9,ABCDEFGHI,abeilrtuz
brutalized,10,ABCDEFGHIJ,abdeilrtuz
brutalizes,10,ABCDEFGHIJ,abeilrstuz
brute,5,ABCDE,bertu
brutish,7,ABCDEFG,bhirstu
Bruxelles,9,ABCDEFFEG,Beellrsux
Bryan,5,ABCDE,Banry
Bryant,6,ABCDEF,Banrty
Bryce,5,ABCDE,Bcery
Bryn,4,ABCD,Bnry
BS,2,AB,BS
BSD,3,ABC,BDS
bubble,6,ABAACD,bbbelu
bubbly,6,ABAACD,bbbluy
bubonic,7,ABACDEF,bbcinou
Buchanan,8,ABCDEFEF,Baachnnu
Bucharest,9,ABCDEFGHI,Bacehrstu
Buchwald,8,ABCDEFGH,Bacdhluw
buck,4,ABCD,bcku
buckaroo,8,ABCDEFGG,abckooru
buckboard,9,ABCDAEFGH,abbcdkoru
bucket,6,ABCDEF,bcektu
bucketful,9,ABCDEFGBH,bcefkltuu
buckeye,7,ABCDEFE,bceekuy
buckhorn,8,ABCDEFGH,bchknoru
buckle,6,ABCDEF,bceklu
buckshot,8,ABCDEFGH,bchkostu
buckskin,8,ABCDEDFG,bcikknsu
buckwheat,9,ABCDEFGHI,abcehktuw
Bucky,5,ABCDE,Bckuy
bucolic,7,ABCDEFC,bccilou
bud,3,ABC,bdu
Budapest,8,ABCDEFGH,Badepstu
Budd,4,ABCC,Bddu
budded,6,ABCCDC,bdddeu
Buddha,6,ABCCDE,Baddhu
Buddhism,8,ABCCDEFG,Bddhimsu
Buddhist,8,ABCCDEFG,Bddhistu
budding,7,ABCCDEF,bddginu
buddy,5,ABCCD,bdduy
budge,5,ABCDE,bdegu
budget,6,ABCDEF,bdegtu
budgetary,9,ABCDEFGHI,abdegrtuy
budging,7,ABCDEFD,bdgginu
Budweiser,9,ABCDEFGEH,Bdeeirsuw
Buehring,8,ABCDEFGH,Beghinru
buff,4,ABCC,bffu
buffalo,7,ABCCDEF,abfflou
buffaloes,9,ABCCDEFGH,abefflosu
buffer,6,ABCCDE,beffru
buffered,8,ABCCDEDF,bdeeffru
bufferer,8,ABCCDEDE,beeffrru
buffet,6,ABCCDE,befftu
bufflehead,10,ABCCDEFEGH,abdeeffhlu
buffoon,7,ABCCDDE,bffnoou
buffs,5,ABCCD,bffsu
bug,3,ABC,bgu
bugaboo,7,ABCDAEE,abbgoou
Bugatti,7,ABCDEEF,Bagittu
bugbears,8,ABCADEFG,abbegrsu
bugeyed,7,ABCDEDF,bdeeguy
bugged,6,ABCCDE,bdeggu
bugger,6,ABCCDE,beggru
bugging,7,ABCCDEC,bggginu
buggy,5,ABCCD,bgguy
bugle,5,ABCDE,beglu
Buick,5,ABCDE,Bciku
build,5,ABCDE,bdilu
building,8,ABCDECFG,bdgiilnu
builds,6,ABCDEF,bdilsu
buildup,7,ABCDEBF,bdilpuu
built,5,ABCDE,biltu
bulb,4,ABCA,bblu
Bulba,5,ABCAD,Bablu
bulblet,7,ABCACDE,bbelltu
Bulgaria,8,ABCDEFGE,Baagilru
Bulgarian,9,ABCDEFGEH,Baagilnru
bulge,5,ABCDE,beglu
bulk,4,ABCD,bklu
bulkhead,8,ABCDEFGH,abdehklu
bulky,5,ABCDE,bkluy
bull,4,ABCC,bllu
bulldog,7,ABCCDEF,bdgllou
bulldoze,8,ABCCDEFG,bdellouz
bullet,6,ABCCDE,belltu
bulletin,8,ABCCDEFG,beillntu
bulletproof,11,ABCCDEFGHHI,befllooprtu
bullfinch,9,ABCCDEFGH,bcfhillnu
bullfrog,8,ABCCDEFG,bfglloru
bullhead,8,ABCCDEFG,abdehllu
bullheaded,10,ABCCDEFGEG,abddeehllu
bullhide,8,ABCCDEFG,bdehillu
bullion,7,ABCCDEF,billnou
bullish,7,ABCCDEF,bhillsu
bullseye,8,ABCCDEFE,beellsuy
bullshit,8,ABCCDEFG,bhillstu
bullwhackers,12,ABCCDEFGHIJK,abcehkllrsuw
bully,5,ABCCD,blluy
bullyboy,8,ABCCDAED,bbllouyy
bulrush,7,ABCDBEF,bhlrsuu
bulwark,7,ABCDEFG,abklruw
bum,3,ABC,bmu
bumble,6,ABCADE,bbelmu
bumblebee,9,ABCADEAEE,bbbeeelmu
bumbling,8,ABCADEFG,bbgilmnu
Bumbry,6,ABCADE,Bbmruy
bummed,6,ABCCDE,bdemmu
bummer,6,ABCCDE,bemmru
bumming,7,ABCCDEF,bgimmnu
bump,4,ABCD,bmpu
bumptious,9,ABCDEFGBH,bimopstuu
bun,3,ABC,bnu
bunch,5,ABCDE,bchnu
Bundestag,9,ABCDEFGHI,Badegnstu
bundle,6,ABCDEF,bdelnu
Bundy,5,ABCDE,Bdnuy
bungalow,8,ABCDEFGH,abglnouw
bungle,6,ABCDEF,beglnu
bungling,8,ABCDEFCD,bggilnnu
bunion,6,ABCDEC,binnou
bunk,4,ABCD,bknu
bunker,6,ABCDEF,beknru
bunkhouse,9,ABCDEFBGH,behknosuu
bunkmate,8,ABCDEFGH,abekmntu
bunny,5,ABCCD,bnnuy
Bunsen,6,ABCDEC,Bennsu
bunt,4,ABCD,bntu
Bunyan,6,ABCDEC,Bannuy
buoy,4,ABCD,bouy
buoyancy,8,ABCDEFGD,abcnouyy
buoyant,7,ABCDEFG,abnotuy
Burbank,7,ABCADEF,Babknru
burbled,7,ABCADEF,bbdelru
Burch,5,ABCDE,Bchru
burden,6,ABCDEF,bdenru
burdened,8,ABCDEFED,bddeenru
burdensome,10,ABCDEFGHIE,bdeemnorsu
bureau,6,ABCDEB,aberuu
bureaucracy,11,ABCDEBFCEFG,aabccerruuy
bureaucrat,10,ABCDEBFCEG,aabcerrtuu
bureaucratic,12,ABCDEBFCEGHF,aabcceirrtuu
bureaucratization,17,ABCDEBFCEGHIEGHJK,aaabceiinorrttuuz
burg,4,ABCD,bgru
burgeon,7,ABCDEFG,begnoru
burger,6,ABCDEC,begrru
burgess,7,ABCDEFF,begrssu
burgher,7,ABCDEFC,beghrru
burglar,7,ABCDEFC,abglrru
burglarize,10,ABCDEFCGHI,abegilrruz
burglarproof,12,ABCDEFCGCHHI,abfglooprrru
burglary,8,ABCDEFCG,abglrruy
Burgundian,10,ABCDBEFGHE,Badginnruu
Burgundy,8,ABCDBEFG,Bdgnruuy
burial,6,ABCDEF,abilru
buried,6,ABCDEF,bdeiru
burl,4,ABCD,blru
burlap,6,ABCDEF,ablpru
burlesque,9,ABCDEFGBE,beelqrsuu
burley,6,ABCDEF,belruy
Burlingame,10,ABCDEFGHIJ,Baegilmnru
burly,5,ABCDE,blruy
Burma,5,ABCDE,Bamru
Burmese,7,ABCDEFE,Beemrsu
burn,4,ABCD,bnru
Burne,5,ABCDE,Benru
burned,6,ABCDEF,bdenru
Burnett,7,ABCDEFF,Benrttu
burning,7,ABCDEDF,bginnru
burnish,7,ABCDEFG,bhinrsu
Burnside,8,ABCDEFGH,Bdeinrsu
burnt,5,ABCDE,bnrtu
burp,4,ABCD,bpru
burr,4,ABCC,brru
burro,5,ABCCD,borru
Burroughs,9,ABCCDBEFG,Bghorrsuu
burrow,6,ABCCDE,borruw
bursa,5,ABCDE,abrsu
bursitis,8,ABCDEFED,biirsstu
burst,5,ABCDE,brstu
Burt,4,ABCD,Brtu
Burton,6,ABCDEF,Bnortu
Burundi,7,ABCBDEF,Bdinruu
bury,4,ABCD,bruy
bus,3,ABC,bsu
busboy,6,ABCADE,bbosuy
Busch,5,ABCDE,Bchsu
bush,4,ABCD,bhsu
bushel,6,ABCDEF,behlsu
busheled,8,ABCDEFEG,bdeehlsu
busheling,9,ABCDEFGHI,beghilnsu
bushmaster,10,ABCDEFCGHI,abehmrsstu
Bushnell,8,ABCDEFGG,Behllnsu
bushwhack,9,ABCDEDFGH,abchhksuw
bushy,5,ABCDE,bhsuy
busily,6,ABCDEF,bilsuy
business,8,ABCDEFCC,beinsssu
businesslike,12,ABCDEFCCGDHF,beeiiklnsssu
businessman,11,ABCDEFCCGHE,abeimnnsssu
businessmen,11,ABCDEFCCGFE,beeimnnsssu
buss,4,ABCC,bssu
bust,4,ABCD,bstu
bustard,7,ABCDEFG,abdrstu
bustle,6,ABCDEF,belstu
bustling,8,ABCDEFGH,bgilnstu
busy,4,ABCD,bsuy
busyness,8,ABCDEFCC,bensssuy
but,3,ABC,btu
butane,6,ABCDEF,abentu
butch,5,ABCDE,bchtu
butcher,7,ABCDEFG,bcehrtu
butchery,8,ABCDEFGH,bcehrtuy
butene,6,ABCDED,beentu
butler,6,ABCDEF,belrtu
butt,4,ABCC,bttu
butte,5,ABCCD,bettu
butted,6,ABCCDE,bdettu
butter,6,ABCCDE,berttu
butterball,10,ABCCDEAFGG,abbellrttu
buttercup,9,ABCCDEFBG,bceprttuu
buttered,8,ABCCDEDF,bdeerttu
butterfat,9,ABCCDEFGC,abefrtttu
Butterfield,11,ABCCDEFGDHI,Bdeefilrttu
butterfly,9,ABCCDEFGH,beflrttuy
buttermilk,10,ABCCDEFGHI,beiklmrttu
butternut,9,ABCCDEFBC,benrtttuu
buttery,7,ABCCDEF,berttuy
butting,7,ABCCDEF,bginttu
buttock,7,ABCCDEF,bckottu
button,6,ABCCDE,bnottu
buttoned,8,ABCCDEFG,bdenottu
buttonhole,10,ABCCDEFDGH,behlnoottu
buttonweed,10,ABCCDEFGGH,bdeenottuw
buttress,8,ABCCDEFF,berssttu
butyl,5,ABCDE,bltuy
butyrate,8,ABCDEFCG,aberttuy
buxom,5,ABCDE,bmoux
buy,3,ABC,buy
buyer,5,ABCDE,beruy
buzz,4,ABCC,buzz
buzzard,7,ABCCDEF,abdruzz
buzzword,8,ABCCDEFG,bdoruwzz
buzzy,5,ABCCD,buyzz
by,2,AB,by
bye,3,ABC,bey
bygone,6,ABCDEF,begnoy
bylaw,5,ABCDE,ablwy
byline,6,ABCDEF,beilny
bypass,6,ABCDEE,abpssy
bypath,6,ABCDEF,abhpty
byproduct,9,ABCDEFGHI,bcdoprtuy
Byrne,5,ABCDE,Benry
byroad,6,ABCDEF,abdory
Byron,5,ABCDE,Bnory
Byronic,7,ABCDEFG,Bcinory
Byronism,8,ABCDEFGH,Bimnorsy
bystander,9,ABCDEFGHI,abdenrsty
byte,4,ABCD,bety
byway,5,ABCDB,abwyy
byword,6,ABCDEF,bdorwy
Byzantine,9,ABCDEFGEH,Baeinntyz
Byzantium,9,ABCDEFGHI,Baimntuyz
cab,3,ABC,abc
cabal,5,ABCBD,aabcl
cabana,6,ABCBDB,aaabcn
cabaret,7,ABCBDEF,aabcert
cabbage,7,ABCCBDE,aabbceg
cabdriver,9,ABCDEFGHE,abcdeirrv
cabin,5,ABCDE,abcin
cabinet,7,ABCDEFG,abceint
cabinetmaker,12,ABCDEFGHBIFJ,aabceeikmnrt
cabinetry,9,ABCDEFGHI,abceinrty
cable,5,ABCDE,abcel
cacao,5,ABABC,aacco
cacciatore,10,ABAACBDEFG,aaccceiort
cache,5,ABACD,acceh
cackle,6,ABACDE,accekl
cackly,6,ABACDE,acckly
CACM,4,ABAC,ACCM
cacophonist,11,ABACDECFGHI,acchinoopst
cacophony,9,ABACDECFG,acchnoopy
cacti,5,ABACD,accit
cactus,6,ABACDE,accstu
cad,3,ABC,acd
cadaver,7,ABCBDEF,aacderv
cadaverous,10,ABCBDEFGHI,aacdeorsuv
caddy,5,ABCCD,acddy
cadence,7,ABCDEAD,accdeen
cadent,6,ABCDEF,acdent
cadenza,7,ABCDEFB,aacdenz
cadet,5,ABCDE,acdet
cadge,5,ABCDE,acdeg
Cadillac,8,ABCDEEBA,Caacdill
cadmium,7,ABCDEFD,acdimmu
cadre,5,ABCDE,acder
Caesar,6,ABCDBE,Caaers
cafe,4,ABCD,acef
cafeteria,9,ABCDEDFGB,aaceefirt
cage,4,ABCD,aceg
cagey,5,ABCDE,acegy
cahoot,6,ABCDDE,achoot
Cain,4,ABCD,Cain
Caine,5,ABCDE,Caein
cairn,5,ABCDE,acinr
Cairo,5,ABCDE,Caior
cajole,6,ABCDEF,acejlo
cake,4,ABCD,acek
Cal,3,ABC,Cal
calamitous,10,ABCBDEFGHI,aacilmostu
calamity,8,ABCBDEFG,aacilmty
calcareous,10,ABCABDEFGH,aaccelorsu
calcify,7,ABCADEF,accfily
calcite,7,ABCADEF,acceilt
calcium,7,ABCADEF,accilmu
CalComp,7,ABCADEF,CCalmop
calculability,13,ABCADCBEFCFGH,aabcciillltuy
calculable,10,ABCADCBECF,aabccelllu
calculate,9,ABCADCBEF,aaccelltu
calculated,10,ABCADCBEFG,aaccdelltu
calculating,11,ABCADCBEFGH,aaccgillntu
calculator,10,ABCADCBEFG,aaccllortu
calculi,7,ABCADCE,accillu
calculus,8,ABCADCDE,accllsuu
Calcutta,8,ABCADEEB,Caaclttu
Calder,6,ABCDEF,Cadelr
calendar,8,ABCDEFBG,aacdelnr
calf,4,ABCD,acfl
calfskin,8,ABCDEFGH,acfiklns
Calgary,7,ABCDBEF,Caaglry
caliber,7,ABCDEFG,abceilr
calibrate,9,ABCDEFBGH,aabceilrt
calibrator,10,ABCDEFBGHF,aabcilorrt
calico,6,ABCDAE,accilo
Calif,5,ABCDE,Cafil
California,10,ABCDEFGHDB,Caafiilnor
Californian,11,ABCDEFGHDBH,Caafiilnnor
californium,11,ABCDEFGHDIJ,acfiilmnoru
Caligula,8,ABCDEFCB,Caagillu
caliper,7,ABCDEFG,aceilpr
caliph,6,ABCDEF,achilp
caliphate,9,ABCDEFBGH,aacehilpt
caliphs,7,ABCDEFG,achilps
calisthenic,11,ABCDEFGHIDA,accehiilnst
call,4,ABCC,acll
callable,8,ABCCBDCE,aabcelll
called,6,ABCCDE,acdell
caller,6,ABCCDE,acellr
calligraph,10,ABCCDEFBGH,aacghillpr
calligraphy,11,ABCCDEFBGHI,aacghillpry
calliope,8,ABCCDEFG,aceillop
Callisto,8,ABCCDEFG,Caillost
callous,7,ABCCDEF,acllosu
callow,6,ABCCDE,acllow
calls,5,ABCCD,aclls
calm,4,ABCD,aclm
calming,7,ABCDEFG,acgilmn
caloric,7,ABCDEFA,accilor
calorie,7,ABCDEFG,aceilor
calorimeter,11,ABCDEFGHIHE,aceeilmorrt
calorimetric,12,ABCDEFGHIEFA,acceiilmorrt
calorimetry,11,ABCDEFGHIEJ,aceilmorrty
Caltech,7,ABCDEAF,Cacehlt
Calumet,7,ABCDEFG,Caelmtu
calumniate,10,ABCDEFGBHI,aaceilmntu
calumny,7,ABCDEFG,aclmnuy
calvary,7,ABCDBEF,aaclrvy
calve,5,ABCDE,acelv
calves,6,ABCDEF,acelsv
Calvinist,9,ABCDEFEGH,Caiilnstv
calypso,7,ABCDEFG,aclopsy
cam,3,ABC,acm
camaraderie,11,ABCBDBEFDGF,aaacdeeimrr
camber,6,ABCDEF,abcemr
Cambodia,8,ABCDEFGB,Caabdimo
Cambridge,9,ABCDEFGHI,Cabdegimr
came,4,ABCD,acem
camel,5,ABCDE,acelm
camellias,9,ABCDEEFBG,aaceillms
Camelot,7,ABCDEFG,Caelmot
cameo,5,ABCDE,acemo
camera,6,ABCDEB,aacemr
cameraman,9,ABCDEBCBF,aaacemmnr
cameramen,9,ABCDEBCDF,aaceemmnr
Camille,7,ABCDEEF,Caeillm
Camino,6,ABCDEF,Caimno
camouflage,10,ABCDEFGBHI,aacefglmou
camp,4,ABCD,acmp
campaign,8,ABCDBEFG,aacgimnp
Campbellsport,13,ABCDEFGGHDIJK,Cabellmopprst
campesinos,10,ABCDEFGHIF,aceimnopss
campfire,8,ABCDEFGH,acefimpr
campground,10,ABCDEFGHIJ,acdgmnopru
campsite,8,ABCDEFGH,aceimpst
campus,6,ABCDEF,acmpsu
can,3,ABC,acn
can't,5,ABCDE,'acnt
Canada,6,ABCBDB,Caaadn
Canadian,8,ABCBDEBC,Caaadinn
canal,5,ABCBD,aacln
canaled,7,ABCBDEF,aacdeln
canaling,8,ABCBDECF,aacgilnn
canalled,8,ABCBDDEF,aacdelln
canalling,9,ABCBDDECF,aacgillnn
canary,6,ABCBDE,aacnry
Canaveral,9,ABCBDEFBG,Caaaelnrv
Canberra,8,ABCDEFFB,Caabenrr
cancel,6,ABCADE,acceln
cancelate,9,ABCADEBFD,aacceelnt
cancelation,11,ABCADEBFGHC,aacceilnnot
canceled,8,ABCADEDF,accdeeln
canceler,8,ABCADEDF,acceelnr
canceling,9,ABCADEFCG,accegilnn
cancellate,10,ABCADEEBFD,aacceellnt
cancellation,12,ABCADEEBFGHC,aacceillnnot
cancelled,9,ABCADEEDF,accdeelln
canceller,9,ABCADEEDF,acceellnr
cancelling,10,ABCADEEFCG,accegillnn
cancer,6,ABCADE,accenr
cancerous,9,ABCADEFGH,accenorsu
candid,6,ABCDED,acddin
candidacy,9,ABCDEDBAF,aaccddiny
candidate,9,ABCDEDBFG,aacddeint
Candide,7,ABCDEDF,Caddein
candidly,8,ABCDEDFG,acddilny
candle,6,ABCDEF,acdeln
candlelight,11,ABCDEFEGHIJ,acdeghillnt
candlestick,11,ABCDEFGHIAJ,accdeiklnst
Candlewick,10,ABCDEFGHAI,Cacdeiklnw
candor,6,ABCDEF,acdnor
candy,5,ABCDE,acdny
cane,4,ABCD,acen
canine,6,ABCDCE,aceinn
Canis,5,ABCDE,Cains
canister,8,ABCDEFGH,aceinrst
canker,6,ABCDEF,aceknr
cannabis,8,ABCCBDEF,aabcinns
canned,6,ABCCDE,acdenn
canner,6,ABCCDE,acennr
cannery,7,ABCCDEF,acennry
cannibal,8,ABCCDEBF,aabcilnn
cannibalistic,13,ABCCDEBFDGHDA,aabcciiilnnst
cannibalize,11,ABCCDEBFDGH,aabceiilnnz
canning,7,ABCCDCE,acginnn
cannister,9,ABCCDEFGH,aceinnrst
cannon,6,ABCCDC,acnnno
cannonball,10,ABCCDCEBFF,aabcllnnno
cannot,6,ABCCDE,acnnot
canny,5,ABCCD,acnny
canoe,5,ABCDE,aceno
Canoga,6,ABCDEB,Caagno
canon,5,ABCDC,acnno
canonic,7,ABCDCEA,accinno
canonical,9,ABCDCEABF,aaccilnno
canonicalization,16,ABCDCEABFEGBHEDC,aaacciiilnnnootz
canonicalize,12,ABCDCEABFEGH,aacceiilnnoz
canonist,8,ABCDCEFG,acinnost
canonized,9,ABCDCEFGH,acdeinnoz
canopy,6,ABCDEF,acnopy
cant,4,ABCD,acnt
cantaloupe,10,ABCDBEFGHI,aacelnoptu
cantankerous,12,ABCDBCEFGHIJ,aaceknnorstu
canted,6,ABCDEF,acdent
canteen,7,ABCDEEC,aceennt
canter,6,ABCDEF,acenrt
Canterbury,10,ABCDEFGHFI,Cabenrrtuy
canticle,8,ABCDEAFG,acceilnt
cantilever,10,ABCDEFGHGI,aceeilnrtv
canto,5,ABCDE,acnot
canton,6,ABCDEC,acnnot
Cantonese,9,ABCDECFGF,Caeennost
cantor,6,ABCDEF,acnort
Canute,6,ABCDEF,Caentu
canvas,6,ABCDBE,aacnsv
canvasback,10,ABCDBEFBAG,aaabccknsv
canvass,7,ABCDBEE,aacnssv
canyon,6,ABCDEC,acnnoy
cap,3,ABC,acp
capability,10,ABCBDEFEGH,aabciilpty
capable,7,ABCBDEF,aabcelp
capably,7,ABCBDEF,aabclpy
capacious,9,ABCBADEFG,aacciopsu
capacitance,11,ABCBADEBFAG,aaaccceinpt
capacitate,10,ABCBADEBEF,aaacceiptt
capacitive,10,ABCBADEDFG,aacceiiptv
capacitor,9,ABCBADEFG,aaccioprt
capacity,8,ABCBADEF,aaccipty
cape,4,ABCD,acep
caper,5,ABCDE,acepr
Capet,5,ABCDE,Caept
Capetown,8,ABCDEFGH,Caenoptw
capillary,9,ABCDEEBFG,aacillpry
Capistrano,10,ABCDEFGBHI,Caainoprst
capita,6,ABCDEB,aacipt
capital,7,ABCDEBF,aacilpt
capitalism,10,ABCDEBFDGH,aaciilmpst
capitalist,10,ABCDEBFDGE,aaciilpstt
capitalistic,12,ABCDEBFDGEDA,aacciiilpstt
capitalization,14,ABCDEBFDGBEDHI,aaaciiilnopttz
capitalize,10,ABCDEBFDGH,aaceiilptz
capitalized,11,ABCDEBFDGHI,aacdeiilptz
capitalizes,11,ABCDEBFDGHI,aaceiilpstz
Capitan,7,ABCDEBF,Caainpt
capitol,7,ABCDEFG,acilopt
capitulate,10,ABCDEFGBEH,aaceilpttu
capped,6,ABCCDE,acdepp
capping,7,ABCCDEF,acginpp
Cappy,5,ABCCD,Cappy
caprice,7,ABCDEAF,acceipr
capricious,10,ABCDEAEFGH,acciioprsu
Capricorn,9,ABCDEAFDG,Cacinoprr
capsize,7,ABCDEFG,aceipsz
capstan,7,ABCDEBF,aacnpst
capstone,8,ABCDEFGH,acenopst
capsule,7,ABCDEFG,acelpsu
Capt,4,ABCD,Capt
captain,7,ABCDBEF,aacinpt
captaincy,9,ABCDBEFAG,aaccinpty
caption,7,ABCDEFG,acinopt
captious,8,ABCDEFGH,aciopstu
captivate,9,ABCDEFBDG,aaceipttv
captive,7,ABCDEFG,aceiptv
captivity,9,ABCDEFEDG,aciipttvy
captor,6,ABCDEF,acoprt
capture,7,ABCDEFG,aceprtu
captured,8,ABCDEFGH,acdeprtu
captures,8,ABCDEFGH,aceprstu
car,3,ABC,acr
Caracas,7,ABCBABD,Caaacrs
caramel,7,ABCBDEF,aacelmr
caravan,7,ABCBDBE,aaacnrv
caraway,7,ABCBDBE,aaacrwy
carbide,7,ABCDEFG,abcdeir
carbine,7,ABCDEFG,abceinr
